Colgate,153,"Hamilton,  NY"
Colo. Christian,11403,"Lakewood,  CO"
Colorado,157,"Boulder,  CO"
Colorado Col.,154,"Colorado Springs,  CO"
Colorado Mesa,11416,"Grand Junction,  CO"
Colorado Mines,155,"Golden,  CO"
Colorado St.,156,"Fort Collins,  CO"
Colorado St.-Pueblo,2720,"Pueblo,  CO"
Columbia,158,"New York,  NY"
Columbus St.,159,"Columbus,  GA"
Concord,1028,"Athens,  WV"
Concordia (IN),501120,","
Concordia (MI),501123,","
Concordia (MO),501130,","
Concordia (NE),30112,"Seward,  NE"
Concordia (NE),506061,","
Concordia (NY),162,"Bronxville,  NY"
Concordia (TX),24400,"Austin,  TX"
Concordia Chicago,160,"River Forest,  IL"
Concordia Wisconsin,1036,"Mequon,  WI"
Concordia-M'head,161,"Moorhead,  MN"
Concordia-St. Paul,9081,"St. Paul,  MN"
Connecticut Col.,163,"New London,  CT"
Converse,8935,"Spartanburg,  SC"
Cooper Union,501167,","
Coppin St.,165,"Baltimore,  MD"
Cornell,167,"Ithaca,  NY"
Cornell College,166,"Mt. Vernon,  IA"
Covenant,30111,"Lookout Mountain,  GA"
Creighton,169,"Omaha,  NE"
Crown (MN),30035,"St. Bonifacius,  MN"
CSUN,101,"Northridge,  CA"
Culver-Stockton,506032,","
Curry,170,"Milton,  MA"
D'Youville,1059,"Buffalo,  NY"
D.C. Teachers,506446,","
Daemen,30174,"Amherst,  NY"
Dakota Wesleyan,506033,","
Dallas,1044,"Irving,  TX"
Dallas Baptist,1045,"Dallas,  TX"
Dana,506005,","
Daniel Webster,2691,"Nashua,  NH"
Dartmouth,172,"Hanover,  NH"
Davidson,173,"Davidson,  NC"
Davis & Elkins,174,"Elkins,  WV"
Dayton,175,"Dayton,  OH"
Defiance,1050,"Defiance,  OH"
Delaware,180,"Newark,  DE"
Delaware St.,178,"Dover,  DE"
Delaware Valley,179,"Doylestown,  PA"
Delta St.,181,"Cleveland,  MS"
Denison,182,"Granville,  OH"
Denver,183,"Denver,  CO"
DePaul,176,"Chicago,  IL"
DePauw,177,"Greencastle,  IN"
DeSales,20,"Center Valley,  PA"
Detroit,184,"Detroit,  MI"
Dickinson,185,"Carlisle,  PA"
Dickinson St.,506123,","
Dillard,501365,","
Dist. Columbia,186,"Washington,  DC"
Dixie St.,30095,"St. George,  UT"
Doane,30082,"Crete,  NE"
Doane,506020,","
Dominican (CA),30118,"San Rafael,  CA"
Dominican (IL),1332,"River Forest,  IL"
Dominican (NY),8956,"Orangeburg,  NY"
Dowling,2692,"Oakdale,  NY"
Drake,189,"Des Moines,  IA"
Drew,190,"Madison,  NJ"
Drexel,191,"Philadelphia,  PA"
Drury,1057,"Springfield,  MO"
Dubuque,192,"Dubuque,  IA"
Duke,193,"Durham,  NC"
Duquesne,194,"Pittsburgh,  PA"
Earlham,195,"Richmond,  IN"
East Carolina,196,"Greenville,  NC"
East Central,8965,"Ada,  OK"
East Stroudsburg,197,"East Stroudsburg,  PA"
East Tenn. St.,198,"Johnson City,  TN"
East Tex. Baptist,1062,"Marshall,  TX"
East. Mennonite,203,"Harrisonburg,  VA"
Eastern,8968,"St. Davids,  PA"
Eastern Conn. St.,200,"Willimantic,  CT"
Eastern Ill.,201,"Charleston,  IL"
Eastern Ky.,202,"Richmond,  KY"
Eastern Mich.,204,"Ypsilanti,  MI"
Eastern N.M.,206,"Portales,  NM"
Eastern Nazarene,1064,"Quincy,  MA"
Eastern Ore.,1065,"La Grande,  OR"
Eastern Wash.,207,"Cheney,  WA"
Eckerd,208,"St. Petersburg,  FL"
Edgewood,1066,"Madison,  WI"
Edinboro,209,"Edinboro,  PA"
Edward Waters,501555,","
Eisenhower,506234,","
Elizabeth City St.,210,"Elizabeth City,  NC"
Elizabethtown,211,"Elizabethtown,  PA"
Elmhurst,212,"Elmhurst,  IL"
Elmira,213,"Elmira,  NY"
Elms,532,"Chicopee,  MA"
Elon,1068,"Elon,  NC"
Emerson,214,"Boston,  MA"
Emmanuel (GA),30193,"Franklin Springs,  GA"
Emmanuel (MA),215,"Boston,  MA"
Emory,217,"Atlanta,  GA"
Emory & Henry,216,"Emory,  VA"
Emporia St.,1071,"Emporia,  KS"
Endicott,8981,"Beverly,  MA"
Erskine,1072,"Due West,  SC"
Eureka,218,"Eureka,  IL"
Evansville,219,"Evansville,  IN"
Evergreen St.,8984,","
Fairfield,220,"Fairfield,  CT"
Fairleigh Dickinson,222,"Teaneck,  NJ"
Fairmont St.,1076,"Fairmont,  WV"
Farmingdale St.,27892,"Farmingdale,  NY"
Fayetteville St.,223,"Fayetteville,  NC"
FDU-Florham,221,"Madison,  NJ"
Felician,23157,"Lodi,  NJ"
Ferris St.,224,"Big Rapids,  MI"
Ferrum,225,"Ferrum,  VA"
FGCU,28755,"Fort Myers,  FL"
Findlay,1079,"Findlay,  OH"
Finlandia,30032,"Hancock,  MI"
Fisk,226,"Nashville,  TN"
Fitchburg St.,227,"Fitchburg,  MA"
FIU,231,"Miami,  FL"
Fla. Atlantic,229,"Boca Raton,  FL"
Fla. Gulf Coast,506221,","
Fla. Memorial,501725,","
Fla. Southern,233,"Lakeland,  FL"
Flagler,30092,"St. Augustine,  FL"
Florida,235,"Gainesville,  FL"
Florida A&M,228,"Tallahassee,  FL"
Florida St.,234,"Tallahassee,  FL"
Florida Tech,230,"Melbourne,  FL"
Fontbonne,11538,"Saint Louis,  MO"
Fordham,236,"Bronx,  NY"
Fort Hays St.,9011,"Hays,  KS"
Fort Lewis,1083,"Durango,  CO"
Fort Valley St.,237,"Fort Valley,  GA"
Framingham St.,238,"Framingham,  MA"
Francis Marion,1085,"Florence,  SC"
Franciscan,30069,"Steubenville,  OH"
Frank. & Marsh.,239,"Lancaster,  PA"
Franklin,2694,"Franklin,  IN"
Franklin Pierce,241,"Rindge,  NH"
Fredonia,242,"Fredonia,  NY"
Fresno Pacific,30147,"Fresno,  CA"
Fresno Pacific,501818,","
Fresno St.,96,"Fresno,  CA"
Friends,501826,","
Frostburg St.,243,"Frostburg,  MD"
Furman,244,"Greenville,  SC"
Ga. Southern,253,"Statesboro,  GA"
Ga. Southwestern,1097,"Americus,  GA"
Gallaudet,245,"Washington,  DC"
Gannon,246,"Erie,  PA"
Gardner-Webb,1092,"Boiling Springs,  NC"
Geneva,30084,"Beaver Falls,  PA"
George Fox,1094,"Newberg,  OR"
George Mason,248,"Fairfax,  VA"
George Washington,249,"Washington,  DC"
George Williams,506209,","
Georgetown,251,"Washington,  DC"
Georgetown (KY),506003,","
Georgia,257,"Athens,  GA"
Georgia College,1096,"Milledgeville,  GA"
Georgia St.,254,"Atlanta,  GA"
Georgia Tech,255,"Atlanta,  GA"
Georgian Court,9004,"Lakewood,  NJ"
Gettysburg,258,"Gettysburg,  PA"
Glenville St.,1098,"Glenville,  WV"
Goldey-Beacom,8366,"Wilmington,  DE"
Gonzaga,260,"Spokane,  WA"
Gordon,1099,"Wenham,  MA"
Goshen,501955,","
Goucher,1467,"Baltimore,  MD"
Grace (IN),501960,","
Graceland (IA),506062,","
Grambling,261,"Grambling,  LA"
Grand Canyon,1104,"Phoenix,  AZ"
Grand Valley St.,262,"Allendale,  MI"
Green Bay,794,"Green Bay,  WI"
Green Mountain,11062,"Poultney,  VT"
Greensboro,263,"Greensboro,  NC"
Greenville,1111,"Greenville,  IL"
Grinnell,264,"Grinnell,  IA"
Grove City,265,"Grove City,  PA"
GRU Augusta,39,"Augusta,  GA"
Guilford,1112,"Greensboro,  NC"
Gust. Adolphus,266,"Saint Peter,  MN"
Gwynedd Mercy,12399,"Gwynedd Valley,  PA"
Hamilton,267,"Clinton,  NY"
Hamline,268,"St. Paul,  MN"
Hampden-Sydney,269,"Hampden-Sydney,  VA"
Hampton,270,"Hampton,  VA"
Hanover,1115,"Hanover,  IN"
Hardin-Simmons,271,"Abilene,  TX"
Harding,1116,"Searcy,  AR"
Hartford,272,"West Hartford,  CT"
Hartwick,273,"Oneonta,  NY"
Harvard,275,"Boston,  MA"
Hastings,30113,"Hastings,  NE"
Haverford,276,"Haverford,  PA"
Hawaii,277,"Honolulu,  HI"
Hawaii Hilo,2697,"Hilo,  HI"
Hawaii Pacific,2696,"Honolulu,  HI"
Hawthorne,502100,","
Heidelberg,278,"Tiffin,  OH"
Hellenic,502112,","
Henderson St.,1123,"Arkadelphia,  AR"
Hendrix,1124,"Conway,  AR"
High Point,19651,"High Point,  NC"
Hilbert,8398,"Hamburg,  NY"
Hillsdale,280,"Hillsdale,  MI"
Hiram,281,"Hiram,  OH"
Hobart,282,"Geneva,  NY"
Hofstra,283,"Hempstead,  NY"
Hollins,284,"Roanoke,  VA"
Holy Cross,285,"Worcester,  MA"
Holy Cross (IN),506345,","
Holy Family,1126,"Philadelphia,  PA"
Holy Names,30175,"Oakland,  CA"
Hood,8404,"Frederick,  MD"
Hope,286,"Holland,  MI"
Houghton,30160,"Houghton,  NY"
Houston,288,"Houston,  TX"
Houston Baptist,287,"Houston,  TX"
Howard,290,"Washington,  DC"
Howard College,506444,","
Howard Payne,2741,"Brownwood,  TX"
Humboldt St.,291,"Arcata,  CA"
Hunter,292,"New York,  NY"
Huntingdon,1130,"Montgomery,  AL"
Huntington,502195,","
Husson,1133,"Bangor,  ME"
Huston-Tillotson,502215,","
Idaho,295,"Moscow,  ID"
Idaho St.,294,"Pocatello,  ID"
IIT,502260,","
Ill. Central,502239,","
Ill. Wesleyan,300,"Bloomington,  IL"
Ill.-Chicago,302,"Chicago,  IL"
Ill.-Springfield,30050,"Springfield,  IL"
Ill.-Springfield,506079,","
Illinois,301,"Champaign,  IL"
Illinois Col.,297,"Jacksonville,  IL"
Illinois St.,299,"Normal,  IL"
Immaculata,303,"Immaculata,  PA"
Incarnate Word,2743,"San Antonio,  TX"
Indiana,306,"Bloomington,  IN"
Indiana (PA),307,"Indiana,  PA"
Indiana St.,305,"Terre Haute,  IN"
Indiana Tech,502330,","
Indianapolis,309,"Indianapolis,  IN"
Iona,310,"New Rochelle,  NY"
Iowa,312,"Iowa City,  IA"
Iowa St.,311,"Ames,  IA"
Iowa Wesleyan,506037,","
Iowa Wesleyan,30173,"Mount Pleasant,  IA"
IPFW,308,"Fort Wayne,  IN"
Ithaca,313,"Ithaca,  NY"
IUPUI,2699,"Indianapolis,  IN"
Jackson St.,314,"Jackson,  MS"
Jacksonville,316,"Jacksonville,  FL"
Jacksonville St.,315,"Jacksonville,  AL"
James Madison,317,"Harrisonburg,  VA"
Jamestown,506057,","
Jarvis Christian,506004,","
John Carroll,320,"University Heights,  OH"
John Jay,321,"New York,  NY"
Johns Hopkins,322,"Baltimore,  MD"
Johnson & Wales (RI),22626,"Providence,  RI"
Johnson C. Smith,323,"Charlotte,  NC"
Johnson St.,324,"Johnson,  VT"
Juniata,325,"Huntingdon,  PA"
Kalamazoo,326,"Kalamazoo,  MI"
Kan. Wesleyan,506103,","
Kansas,328,"Lawrence,  KS"
Kansas St.,327,"Manhattan,  KS"
Kean,329,"Union,  NJ"
Keene St.,330,"Keene,  NH"
Kennesaw St.,1157,"Kennesaw,  GA"
Kent St.,331,"Kent,  OH"
Kentucky,334,"Lexington,  KY"
Kentucky St.,332,"Frankfort,  KY"
Kenyon,335,"Gambier,  OH"
Keuka,1159,"Keuka Park,  NY"
Keystone,30047,"La Plume,  PA"
King (TN),30051,"Bristol,  TN"
King's (NY),502530,","
King's (PA),336,"Wilkes-Barre,  PA"
Knox,337,"Galesburg,  IL"
Knoxville,506038,","
Kutztown,339,"Kutztown,  PA"
Ky. Wesleyan,333,"Owensboro,  KY"
La Roche,1163,"Pittsburgh,  PA"
La Salle,340,"Philadelphia,  PA"
La Sierra,30043,"Riverside,  CA"
La Verne,341,"La Verne,  CA"
La.-Lafayette,671,"Lafayette,  LA"
La.-Monroe,498,"Monroe,  LA"
Lafayette,342,"Easton,  PA"
LaGrange,1162,"LaGrange,  GA"
Lake Erie,2746,"Painesville,  OH"
Lake Forest,344,"Lake Forest,  IL"
Lake Superior St.,345,"Sault Ste. Marie,  MI"
Lakeland,1164,"Sheboygan,  WI"
Lamar,346,"Beaumont,  TX"
Lambuth,1165,"Jackson,  TN"
Lancaster Bible,30085,"Lancaster,  PA"
Lander,1167,"Greenwood,  SC"
Lane,347,"Jackson,  TN"
Langston,30077,"Langston,  OK"
Lasell,8486,"Newton,  MA"
Lawrence,348,"Appleton,  WI"
Le Moyne,349,"Syracuse,  NY"
Lebanon Valley,351,"Annville,  PA"
Lee,30013,"Cleveland,  TN"
Lees-McRae,13302,"Banner Elk,  NC"
Lehigh,352,"Bethlehem,  PA"
Lehman,279,"Bronx,  NY"
LeMoyne-Owen,350,"Memphis,  TN"
Lenoir-Rhyne,1170,"Hickory,  NC"
Lesley ,24317,"Cambridge,  MA"
LeTourneau,8490,"Longview,  TX"
Lewis,354,"Romeoville,  IL"
Lewis & Clark,22235,"Portland,  OR"
Lewis-Clark St.,1172,","
Liberty,355,"Lynchburg,  VA"
Limestone,1174,"Gaffney,  SC"
Lincoln (MO),356,"Jefferson City,  MO"
Lincoln (PA),357,"Lincoln University,  PA"
Lincoln Christian,30066,"Lincoln,  IL"
Lincoln Memorial,1176,"Harrogate,  TN"
Lindenwood (MO),502725,","
Lindenwood (MO),30136,"St. Charles,  MO"
Linfield,1179,"Mc Minnville,  OR"
Lipscomb,28600,"Nashville,  TN"
LIU Brooklyn,361,"Brooklyn,  NY"
LIU Post,362,"Brookville,  NY"
Livingstone,359,"Salisbury,  NC"
Lock Haven,360,"Lock Haven,  PA"
Long Beach St.,99,"Long Beach,  CA"
Longwood,363,"Farmville,  VA"
Loras,364,"Dubuque,  IA"
Los Angeles Pacific,506442,","
Louisiana Col.,1182,"Pineville,  LA"
Louisiana Tech,366,"Ruston,  LA"
Louisville,367,"Louisville,  KY"
Loyola (LA),502812,","
Loyola Chicago,371,"Chicago,  IL"
Loyola Maryland,369,"Baltimore,  MD"
Loyola Marymount,370,"Los Angeles,  CA"
LSU,365,"Baton Rouge,  LA"
LSU-Shreveport,502787,","
Lubbock Christian,30177,"Lubbock,  TX"
Luther,372,"Decorah,  IA"
Lycoming,373,"Williamsport,  PA"
Lynchburg,374,"Lynchburg,  VA"
Lyndon St.,30065,"Lyndonville,  VT"
Lynn,20794,"Boca Raton,  FL"
Macalester,376,"St. Paul,  MN"
MacMurray,377,"Jacksonville,  IL"
Maine,380,"Orono,  ME"
Maine Maritime,378,"Castine,  ME"
Malone,30137,"Canton,  OH"
Malone,502910,","
Manchester,1192,"North Manchester,  IN"
Manhattan,381,"Riverdale,  NY"
Manhattanville,382,"Purchase,  NY"
Mansfield,384,"Mansfield,  PA"
Maranatha Baptist,1194,"Watertown,  WI"
Marian (IN),502945,","
Marian (WI),1196,"Fond Du Lac,  WI"
Marietta,385,"Marietta,  OH"
Marist,386,"Poughkeepsie,  NY"
Marquette,387,"Milwaukee,  WI"
Mars Hill,1199,"Mars Hill,  NC"
Marshall,388,"Huntington,  WV"
Martin Luther,8597,"New Ulm,  MN"
Mary,30075,"Bismarck,  ND"
Mary Baldwin,389,"Staunton,  VA"
Mary Hardin-Baylor,1203,"Belton,  TX"
Mary Washington,390,"Fredericksburg,  VA"
Maryland,392,"College Park,  MD"
Marymount (VA),394,"Arlington,  VA"
Maryville (MO),395,"St. Louis,  MO"
Maryville (TN),396,"Maryville,  TN"
Marywood,397,"Scranton,  PA"
Mass. Maritime,399,"Buzzards Bay,  MA"
Massachusetts,400,"Amherst,  MA"
McDaniel,773,"Westminster,  MD"
McGill,503037,","
McKendree,503040,","
McKendree,30138,"Lebanon,  IL"
MCLA,486,"North Adams,  MA"
McMurry,8530,"Abilene,  TX"
McNeese St.,402,"Lake Charles,  LA"
McPherson,506039,","
Me.-Farmington,379,"Farmington,  ME"
Me.-Presque Isle,30040,"Presque Isle,  ME"
Medaille,23725,"Buffalo,  NY"
Medgar Evers,403,"Brooklyn,  NY"
Memphis,404,"Memphis,  TN"
Menlo,405,"Atherton,  CA"
Meramec CC,506395,","
Mercer,406,"Macon,  GA"
Merchant Marine,724,"Kings Point,  NY"
Mercy,407,"Dobbs Ferry,  NY"
Mercyhurst,408,"Erie,  PA"
Meredith,409,"Raleigh,  NC"
Merrimack,410,"North Andover,  MA"
Messiah,411,"Mechanicsburg,  PA"
Methodist,412,"Fayetteville,  NC"
Metro St.,413,"Denver,  CO"
Miami (FL),415,"Coral Gables,  FL"
Miami (OH),414,"Oxford,  OH"
Miami Dade North JC,506396,","
Miami Dade South JC,506399,","
Michigan,418,"Ann Arbor,  MI"
Michigan St.,416,"East Lansing,  MI"
Michigan Tech,417,"Houghton,  MI"
Middle Tenn.,419,"Murfreesboro,  TN"
Middlebury,420,"Middlebury,  VT"
Midland,506060,","
Midwestern (IA),506398,","
Midwestern St.,1222,"Wichita Falls,  TX"
Miles,422,"Fairfield,  AL"
Millersville,423,"Millersville,  PA"
Milligan,503195,","
Millikin,424,"Decatur,  IL"
Mills,425,"Oakland,  CA"
Millsaps,426,"Jackson,  MS"
Milwaukee,797,"Milwaukee,  WI"
Minn. Duluth,427,"Duluth,  MN"
Minn. St. Mankato,383,"Mankato,  MN"
Minn. St. Moorhead,1240,"Moorhead,  MN"
Minn.-Crookston,27854,"Crookston,  MN"
Minn.-Morris,1226,"Morris,  MN"
Minnesota,428,"Minneapolis,  MN"
Minot St.,30125,"Minot,  ND"
Misericordia,16142,"Dallas,  PA"
Miss. Industrial,503245,","
Mississippi Col.,429,"Clinton,  MS"
Mississippi St.,430,"Mississippi State,  MS"
Mississippi Val.,432,"Itta Bena,  MS"
Missouri,434,"Columbia,  MO"
Missouri S&T,435,"Rolla,  MO"
Missouri St.,669,"Springfield,  MO"
Missouri Valley,506068,","
MIT,398,"Cambridge,  MA"
Mitchell,30042,"New London,  CT"
Mo. Baptist,503262,","
Mo. Southern St.,9012,"Joplin,  MO"
Mo. Western St.,9013,"St. Joseph,  MO"
Mo.-St. Louis,436,"St. Louis,  MO"
Molloy,437,"Rockville Centre,  NY"
Monmouth,439,"West Long Branch,  NJ"
Monmouth (IL),438,"Monmouth,  IL"
Mont. St. Billings,205,"Billings,  MT"
Montana,441,"Missoula,  MT"
Montana St.,440,"Bozeman,  MT"
Montana Tech,506022,","
Montclair St.,442,"Montclair,  NJ"
Montevallo,1238,"Montevallo,  AL"
Moravian,443,"Bethlehem,  PA"
Morehead St.,444,"Morehead,  KY"
Morehouse,445,"Atlanta,  GA"
Morgan St.,446,"Baltimore,  MD"
Morningside,447,"Sioux City,  IA"
Morris,503365,","
Morris Brown,448,"Atlanta,  GA"
